65624956, data, Perlin, 15.66408872009827, 46.53649705480763, 2025-01-18T19:32:50.080055200, 677aede09bddc8cdbff7c897 Andraz
79996150, data, Perlin, 15.664795348732284, 46.53495139591673, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
60428702, data, Perlin, 15.662348286800734, 46.536455129866766, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
63024421, data, Perlin, 15.666102204949842, 46.53622297140041, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
68484505, data, Perlin, 15.665765404084144, 46.5356023832094, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
92425168, data, Perlin, 15.664352770689833, 46.53634750763639, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
51756075, data, Perlin, 15.662949427998434, 46.53644814581354, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
85407867, data, Perlin, 15.665923164830199, 46.535923847028776, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
75001167, data, Perlin, 15.66283227388286, 46.534658705349294, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
66471545, data, Perlin, 15.66385559338056, 46.534958729004195, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
51441605, data, Perlin, 15.665082973561255, 46.53604170539272, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
75201844, data, Perlin, 15.665979059573294, 46.53597121510801, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
89224175, data, Perlin, 15.665121478293601, 46.536221777289256, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
54896421, data, Perlin, 15.663940306970396, 46.53368556138615, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
81532339, data, Perlin, 15.665648911624515, 46.5348787612224, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
99714649, data, Perlin, 15.662336667968132, 46.535317425798645, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
92331483, data, Perlin, 15.662839995800422, 46.533389446004826, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
78537180, data, Perlin, 15.664572113079162, 46.53569649718032, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
83349995, data, Perlin, 15.664293389495471, 46.53602603525411, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
78381866, data, Perlin, 15.664953277979036, 46.536420955298674, 2025-01-18T19:32:50.087567400, 677aede09bddc8cdbff7c897 Andraz
61644547, data, Perlin, 15.663555815928122, 46.535941590470955, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
59353129, data, Perlin, 15.664454378451833, 46.53488222546789, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
78203553, data, Perlin, 15.662557916356892, 46.53561808566173, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
92559820, data, Perlin, 15.666006622276315, 46.536070492707054, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
71435188, data, Perlin, 15.664916239516174, 46.53494345367311, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
59444218, data, Perlin, 15.662405976767536, 46.53513969526831, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
62669594, data, Perlin, 15.662550937857976, 46.53449118714107, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
77688295, data, Perlin, 15.663667782776, 46.5332040455032, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
62985160, data, Perlin, 15.665242275228067, 46.53473875538551, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
64895436, data, Perlin, 15.665068082085824, 46.53319338659364, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
74412969, data, Perlin, 15.664936874407262, 46.53443189139565, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
66561979, data, Perlin, 15.664407449048769, 46.53319348128189, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
91807804, data, Perlin, 15.664173351659185, 46.53529422742543, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
72559741, data, Perlin, 15.664776136467324, 46.536419357771884, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
56069163, data, Perlin, 15.665067558034174, 46.53352122773452, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
74090395, data, Perlin, 15.662853948652307, 46.53384356142882, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
72501698, data, Perlin, 15.665421251266737, 46.5362657011345, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
79617746, data, Perlin, 15.664664918745183, 46.5365402081332, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
98937237, data, Perlin, 15.663658492439732, 46.53564171636325, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
64955792, data, Perlin, 15.662869029185075, 46.533286205748574, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
98571793, data, Perlin, 15.665137460190142, 46.53426942942218, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
50060010, data, Perlin, 15.666077390591012, 46.53533363254749, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
97018705, data, Perlin, 15.66408538820515, 46.5359256733278, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
61322769, data, Perlin, 15.664793111776499, 46.53446970011742, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
87884014, data, Perlin, 15.66350479604663, 46.53423756389561, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
87991078, data, Perlin, 15.662752014561889, 46.53639677036819, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
87495216, data, Perlin, 15.666071063692943, 46.53568618506517, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
77845441, data, Perlin, 15.66365236142465, 46.53576867085298, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
68626170, data, Perlin, 15.663080722081604, 46.535808129762756, 2025-01-18T19:32:50.088568500, 677aede09bddc8cdbff7c897 Andraz
92232558, data, Perlin, 15.664988061341905, 46.53557153070335, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
58050391, data, Perlin, 15.665157439561495, 46.53590957303511, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
93295801, data, Perlin, 15.665437960755611, 46.53410707810627, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
50033692, data, Perlin, 15.666126009454237, 46.53653905203451, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
87677582, data, Perlin, 15.666094016685179, 46.53416593559457, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
74770901, data, Perlin, 15.664060570630312, 46.533610155560304, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
83181673, data, Perlin, 15.662801699627313, 46.53346107314096, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
98916458, data, Perlin, 15.663384010746718, 46.53573359305833, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
53319527, data, Perlin, 15.6647973388035, 46.53553549974683, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
86311568, data, Perlin, 15.66500089812767, 46.53340265311927, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
54138751, data, Perlin, 15.662830123725058, 46.53491947286969, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
91368036, data, Perlin, 15.664947912616672, 46.53535545619677, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
61958277, data, Perlin, 15.664102230365396, 46.53355026995299, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
94987069, data, Perlin, 15.665472675342487, 46.53406850511136, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
76577570, data, Perlin, 15.662853707633666, 46.53595746068742, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
99358016, data, Perlin, 15.662750656374298, 46.535772043278854, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
59308130, data, Perlin, 15.663819955478385, 46.536362313343055, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
81526227, data, Perlin, 15.665035504817542, 46.53608233892101, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
96454034, data, Perlin, 15.663067608477895, 46.53648943240662, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
92703225, data, Perlin, 15.663899389526089, 46.535336072968136, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
97867843, data, Perlin, 15.66614554471392, 46.53594205117142, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
93271727, data, Perlin, 15.662811093096774, 46.53597354636808, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
92334490, data, Perlin, 15.665146432818508, 46.53514014702197, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
55213943, data, Perlin, 15.662524662561331, 46.53615129615736, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
85185568, data, Perlin, 15.663825935411099, 46.53570015969609, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
56887623, data, Perlin, 15.663101670236555, 46.53596193210203, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
88568165, data, Perlin, 15.662871558287563, 46.533474208238445, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
61877610, data, Perlin, 15.663957358587687, 46.53360314271091, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
59403146, data, Perlin, 15.66531315022705, 46.53351073369649, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
93386392, data, Perlin, 15.662678934895203, 46.53576061377019, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
67664281, data, Perlin, 15.664664999779891, 46.53589347992915, 2025-01-18T19:32:50.089566300, 677aede09bddc8cdbff7c897 Andraz
67169897, data, Perlin, 15.665727092621871, 46.534532952412626, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
55311297, data, Perlin, 15.664552349376429, 46.53391409028861, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
64754250, data, Perlin, 15.66279777155869, 46.53582513932924, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
64251223, data, Perlin, 15.662321287193562, 46.534492973231885, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
57611551, data, Perlin, 15.664982493427617, 46.53390198477569, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
74238079, data, Perlin, 15.664387294902555, 46.533643673237684, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
61462734, data, Perlin, 15.6658385543756, 46.53459891653092, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
53183875, data, Perlin, 15.665217606627204, 46.53631729382603, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
89617122, data, Perlin, 15.664936795596043, 46.536432939430334, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
99306653, data, Perlin, 15.664308467631429, 46.53442605784332, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
71591005, data, Perlin, 15.66253100836226, 46.534915567515014, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
77748532, data, Perlin, 15.665797193322554, 46.534341477631465, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
69713853, data, Perlin, 15.663834450939513, 46.53572888966166, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
98754834, data, Perlin, 15.66244973839139, 46.53459259252278, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
53563468, data, Perlin, 15.662777381554912, 46.53537138193026, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
77587933, data, Perlin, 15.665835013360848, 46.534782649753545, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
73432396, data, Perlin, 15.664788126795795, 46.536154481215796, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
76732027, data, Perlin, 15.665791696173592, 46.53415061291593, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
55866843, data, Perlin, 15.664133275089076, 46.53324809984236, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
93999777, data, Perlin, 15.663665335782396, 46.53428648950644, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
66499102, data, Perlin, 15.664243490084061, 46.53574349357997, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
75810495, data, Perlin, 15.662948570576228, 46.53373604824442, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
53146085, data, Perlin, 15.665016335228405, 46.53365625167468, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
59125708, data, Perlin, 15.663283163684286, 46.53587649804875, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
85477888, data, Perlin, 15.664395977535598, 46.53559024556709, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
71594206, data, Perlin, 15.665905904093288, 46.533867673311576, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
85483157, data, Perlin, 15.665230609926784, 46.53423999195811, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
92558025, data, Perlin, 15.662502241453593, 46.533934379119934, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
99921827, data, Perlin, 15.663279321277496, 46.53536691249341, 2025-01-18T19:32:50.090566600, 677aede09bddc8cdbff7c897 Andraz
64932601, data, Perlin, 15.663297338155246, 46.53429007918641, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
99010090, data, Perlin, 15.66501484172151, 46.5363191196525, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
98032225, data, Perlin, 15.663217290518155, 46.5334048123555, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
55925922, data, Perlin, 15.663995540076996, 46.533623079295815, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
81979247, data, Perlin, 15.665193235453243, 46.535292215764045, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
65583858, data, Perlin, 15.664509930091556, 46.53638850910791, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
81228720, data, Perlin, 15.664638861017163, 46.53525791680639, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
55318693, data, Perlin, 15.662615142936515, 46.53343924010769, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
74888003, data, Perlin, 15.662720479053194, 46.53441415018483, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
99794800, data, Perlin, 15.665740216103073, 46.53621352703105, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
78332336, data, Perlin, 15.663847772449826, 46.5345489776611, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
85586163, data, Perlin, 15.665184974883148, 46.534738000160054, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
55485275, data, Perlin, 15.663381094501242, 46.53558143360516, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
83771760, data, Perlin, 15.663051448834935, 46.535775885528466, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
59284864, data, Perlin, 15.66612713938901, 46.53453437576882, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
60013521, data, Perlin, 15.665709569313064, 46.53495816600991, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
86732922, data, Perlin, 15.664269692964229, 46.5357035684612, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
69228731, data, Perlin, 15.663806075738313, 46.5347074590241, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
85164969, data, Perlin, 15.662636277386545, 46.5338517019331, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
57072503, data, Perlin, 15.665429872415263, 46.53579691729782, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
67767804, data, Perlin, 15.662735528181871, 46.53503367982874, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
56201013, data, Perlin, 15.663827270049465, 46.536442763262244, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
66614427, data, Perlin, 15.665932325850996, 46.5352543430745, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
94948246, data, Perlin, 15.664789552984573, 46.53482327407586, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
51685688, data, Perlin, 15.665744294865428, 46.53593799675592, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
55791102, data, Perlin, 15.662997711559882, 46.53420088449967, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
55237918, data, Perlin, 15.664469347382749, 46.533895972027324, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
51796732, data, Perlin, 15.665539482656921, 46.535001603570585, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
76241938, data, Perlin, 15.663997083331479, 46.5358424967474, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
98007290, data, Perlin, 15.662720433003749, 46.534342772592666, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
97773495, data, Perlin, 15.665882433839403, 46.53596344067515, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
52555916, data, Perlin, 15.663652897715867, 46.5333659430142, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
92607349, data, Perlin, 15.66512472829839, 46.53467256073357, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
98240152, data, Perlin, 15.662817458877177, 46.53328597140319, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
99649993, data, Perlin, 15.665363947101374, 46.536568700246654, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
69096438, data, Perlin, 15.66245715799955, 46.53635205118322, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
75919313, data, Perlin, 15.665329607575458, 46.5335886336086, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
76123169, data, Perlin, 15.665737354291574, 46.53490755228665, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
88746446, data, Perlin, 15.663971619267423, 46.53508994812385, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
69623731, data, Perlin, 15.663965564873022, 46.53390252209238, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
94672431, data, Perlin, 15.663667865002525, 46.53443888734268, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
60376453, data, Perlin, 15.665357543501548, 46.53602159538668, 2025-01-18T19:32:50.091566600, 677aede09bddc8cdbff7c897 Andraz
95326970, data, Perlin, 15.664290022732537, 46.535175634967615, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
89209385, data, Perlin, 15.665189023334326, 46.53367052523571, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
83661146, data, Perlin, 15.664448553572376, 46.53345489582281, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
68063236, data, Perlin, 15.665242974327636, 46.536090970825114, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
66629891, data, Perlin, 15.662982300189372, 46.535018469297576, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
88159180, data, Perlin, 15.664900248916602, 46.535275909165094, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
94379884, data, Perlin, 15.663852541534654, 46.536392146004495, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
51753968, data, Perlin, 15.665863285901214, 46.53639186713126, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
95935447, data, Perlin, 15.665944986518777, 46.53420671830192, 2025-01-18T19:32:50.093073400, 677aede09bddc8cdbff7c897 Andraz
